Nro_Pedido,Fecha_Venta,Producto,Precio_Unitario,Cantidad_toneladas,Total_Venta,País,Cliente,Tipo_Cliente,Moneda,Incoterm,Medio_Transporte
10272,2024-07-20,Harina panadera premium (50 kg),65.53,5,6553.0,Guatemala,Supermercado Quetzal,Exportación,USD,DAP,Marítimo
10282,2024-08-20,Harina panadera premium (50 kg),65.53,7,9174.2,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10293,2024-09-09,Harina panadera premium (50 kg),65.53,6,7863.6,Perú,Panadería San José,Nacional,PEN,,Terrestre
10306,2024-10-14,Harina panadera premium (50 kg),65.53,9,11795.4,Cuba,Bodega Habana Centro,Exportación,USD,CIF,Marítimo
10314,2024-10-22,Harina panadera premium (50 kg),65.53,14,18348.4,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10325,2024-11-05,Harina panadera premium (50 kg),65.53,10,13106.0,Venezuela,Panadería El Ávila,Exportación,USD,CIF,Aéreo
10336,2024-11-20,Harina panadera premium (50 kg),65.53,11,14416.6,Perú,Panadería San José,Nacional,PEN,,Terrestre
10348,2024-11-01,Harina panadera premium (50 kg),65.53,8,10484.8,Venezuela,Supermercado Orinoco,Exportación,USD,CIF,Aéreo
10359,2024-12-15,Harina panadera premium (50 kg),65.53,11,14416.6,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10371,2024-01-23,Harina panadera premium (50 kg),65.53,15,19659.0,EEUU,Latin Market Miami,Exportación,USD,DAP,Marítimo
10382,2024-02-17,Harina panadera premium (50 kg),65.53,12,15727.2,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10395,2024-03-17,Harina panadera premium (50 kg),65.53,15,19659.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10413,2024-05-05,Harina panadera premium (50 kg),65.53,5,6553.0,Colombia,Supermercado Cafetal,Exportación,USD,CIF,Marítimo
10103,2024-01-29,Harina panetonera especial (50 kg),76.4,10,15280.0,Chile,Panadería La Vega,Exportación,USD,DAP,Aéreo
10113,2024-03-26,Harina panetonera especial (50 kg),76.4,12,18336.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10126,2024-05-28,Harina panetonera especial (50 kg),76.4,9,13752.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10140,2024-07-24,Harina panetonera especial (50 kg),76.4,8,12224.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10150,2024-09-19,Harina panetonera especial (50 kg),76.4,6,9168.0,El Salvador,Panadería Cuscatlán,Exportación,USD,DAP,Aéreo
10164,2024-10-21,Harina panetonera especial (50 kg),76.4,10,15280.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10174,2024-11-06,Harina panetonera especial (50 kg),76.4,10,15280.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10183,2024-11-13,Harina panetonera especial (50 kg),76.4,15,22920.0,Cuba,Panadería El Malecón,Exportación,USD,CIF,Aéreo
10194,2024-11-25,Harina panetonera especial (50 kg),76.4,5,7640.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10206,2024-12-05,Harina panetonera especial (50 kg),76.4,13,19864.0,Panamá,Canal Market,Exportación,USD,CIF,Marítimo
10216,2024-02-02,Harina panetonera especial (50 kg),76.4,15,22920.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10229,2024-03-11,Harina panetonera especial (50 kg),76.4,10,15280.0,Guatemala,Panadería Chapina,Exportación,USD,FOB,Aéreo
10245,2024-05-04,Harina panetonera especial (50 kg),76.4,7,10696.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10258,2024-06-15,Harina panetonera especial (50 kg),76.4,8,12224.0,Colombia,Panadería La Candelaria,Exportación,USD,CIF,Aéreo
10270,2024-07-19,Harina panetonera especial (50 kg),76.4,15,22920.0,Chile,Panadería La Vega,Exportación,USD,DAP,Aéreo
10281,2024-08-19,Harina panetonera especial (50 kg),76.4,8,12224.0,El Salvador,Mercado Centro,Exportación,USD,DAP,Aéreo
10291,2024-09-08,Harina panetonera especial (50 kg),76.4,7,10696.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10304,2024-10-11,Harina panetonera especial (50 kg),76.4,14,21392.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10313,2024-10-22,Harina panetonera especial (50 kg),76.4,7,10696.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10322,2024-11-04,Harina panetonera especial (50 kg),76.4,7,10696.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10333,2024-11-18,Harina panetonera especial (50 kg),76.4,8,12224.0,Venezuela,Panadería El Ávila,Exportación,USD,DAP,Aéreo
10347,2024-11-29,Harina panetonera especial (50 kg),76.4,11,16808.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10357,2024-12-10,Harina panetonera especial (50 kg),76.4,8,12224.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10370,2024-01-20,Harina panetonera especial (50 kg),76.4,13,19864.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10381,2024-02-17,Harina panetonera especial (50 kg),76.4,5,7640.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10391,2024-03-09,Harina panetonera especial (50 kg),76.4,12,18336.0,Guatemala,Panadería Chapina,Exportación,USD,FOB,Marítimo
10411,2024-05-01,Harina panetonera especial (50 kg),76.4,11,16808.0,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Marítimo
10424,2024-05-31,Harina panetonera especial (50 kg),76.4,6,9168.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10107,2024-02-24,Harina pastelera premium (50 kg),77.8,12,18672.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10121,2024-05-07,Harina pastelera premium (50 kg),77.8,5,7780.0,Colombia,Supermercado Cafetal,Exportación,USD,CIF,Aéreo
10134,2024-07-01,Harina pastelera premium (50 kg),77.8,15,23340.0,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Aéreo
10145,2024-08-25,Harina pastelera premium (50 kg),77.8,13,20228.0,Chile,Supermercado Mapocho,Exportación,USD,DAP,Aéreo
10159,2024-10-10,Harina pastelera premium (50 kg),77.8,13,20228.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10169,2024-11-04,Harina pastelera premium (50 kg),77.8,6,9336.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10180,2024-11-11,Harina pastelera premium (50 kg),77.8,11,17116.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10189,2024-11-18,Harina pastelera premium (50 kg),77.8,14,21784.0,Cuba,Bodega Habana Centro,Exportación,USD,DAP,Marítimo
10201,2024-12-01,Harina pastelera premium (50 kg),77.8,7,10892.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10211,2024-01-15,Harina pastelera premium (50 kg),77.8,11,17116.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10224,2024-02-21,Harina pastelera premium (50 kg),77.8,14,21784.0,Cuba,Panadería El Malecón,Exportación,USD,DAP,Marítimo
10237,2024-04-05,Harina pastelera premium (50 kg),77.8,13,20228.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10251,2024-05-18,Harina pastelera premium (50 kg),77.8,8,12448.0,EEUU,Latin Market Miami,Exportación,USD,CIF,Aéreo
10263,2024-06-28,Harina pastelera premium (50 kg),77.8,5,7780.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10276,2024-08-02,Harina pastelera premium (50 kg),77.8,6,9336.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10285,2024-08-27,Harina pastelera premium (50 kg),77.8,5,7780.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10299,2024-09-30,Harina pastelera premium (50 kg),77.8,9,14004.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10309,2024-10-15,Harina pastelera premium (50 kg),77.8,9,14004.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10319,2024-11-03,Harina pastelera premium (50 kg),77.8,15,23340.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10329,2024-11-15,Harina pastelera premium (50 kg),77.8,11,17116.0,Guatemala,Panadería Chapina,Exportación,USD,FOB,Aéreo
10341,2024-11-24,Harina pastelera premium (50 kg),77.8,13,20228.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10362,2024-01-05,Harina pastelera premium (50 kg),77.8,13,20228.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10375,2024-02-03,Harina pastelera premium (50 kg),77.8,7,10892.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10388,2024-03-03,Harina pastelera premium (50 kg),77.8,7,10892.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10403,2024-04-08,Harina pastelera premium (50 kg),77.8,7,10892.0,Colombia,Panadería La Candelaria,Exportación,USD,DAP,Aéreo
10417,2024-05-13,Harina pastelera premium (50 kg),77.8,8,12448.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10104,2024-01-31,Harina galletera especial (50 kg),73.65,12,17676.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10117,2024-04-16,Harina galletera especial (50 kg),73.65,10,14730.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10127,2024-06-03,Harina galletera especial (50 kg),73.65,12,17676.0,Panamá,Panadería Panamá Viejo,Exportación,USD,DAP,Aéreo
10142,2024-08-08,Harina galletera especial (50 kg),73.65,5,7365.0,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Marítimo
10153,2024-09-28,Harina galletera especial (50 kg),73.65,12,17676.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10165,2024-10-22,Harina galletera especial (50 kg),73.65,8,11784.0,Cuba,Panadería El Malecón,Exportación,USD,CIF,Marítimo
10176,2024-11-06,Harina galletera especial (50 kg),73.65,15,22095.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10185,2024-11-14,Harina galletera especial (50 kg),73.65,5,7365.0,Chile,Supermercado Mapocho,Exportación,USD,FOB,Aéreo
10196,2024-11-26,Harina galletera especial (50 kg),73.65,12,17676.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10208,2024-01-02,Harina galletera especial (50 kg),73.65,8,11784.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10220,2024-02-12,Harina galletera especial (50 kg),73.65,10,14730.0,Panamá,Panadería Panamá Viejo,Exportación,USD,CIF,Marítimo
10230,2024-03-15,Harina galletera especial (50 kg),73.65,12,17676.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10247,2024-05-05,Harina galletera especial (50 kg),73.65,8,11784.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10272,2024-07-20,Harina galletera especial (50 kg),73.65,7,10311.0,EEUU,Andes Bakery LA,Exportación,USD,DAP,Marítimo
10282,2024-08-20,Harina galletera especial (50 kg),73.65,13,19149.0,Panamá,Canal Market,Exportación,USD,DAP,Marítimo
10293,2024-09-09,Harina galletera especial (50 kg),73.65,7,10311.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10306,2024-10-14,Harina galletera especial (50 kg),73.65,13,19149.0,Venezuela,Supermercado Orinoco,Exportación,USD,DAP,Aéreo
10314,2024-10-22,Harina galletera especial (50 kg),73.65,6,8838.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10324,2024-11-05,Harina galletera especial (50 kg),73.65,6,8838.0,Colombia,Supermercado Cafetal,Exportación,USD,CIF,Marítimo
10336,2024-11-20,Harina galletera especial (50 kg),73.65,6,8838.0,Panamá,Panadería Panamá Viejo,Exportación,USD,CIF,Marítimo
10348,2024-11-01,Harina galletera especial (50 kg),73.65,10,14730.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10358,2024-12-10,Harina galletera especial (50 kg),73.65,7,10311.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10372,2024-01-26,Harina galletera especial (50 kg),73.65,13,19149.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10382,2024-02-17,Harina galletera especial (50 kg),73.65,8,11784.0,Chile,Supermercado Mapocho,Exportación,USD,DAP,Marítimo
10413,2024-05-05,Harina galletera especial (50 kg),73.65,5,7365.0,Guatemala,Supermercado Quetzal,Exportación,USD,FOB,Aéreo
10108,2024-03-03,Harina integral (25 kg),61.08,8,9772.8,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10122,2024-05-08,Harina integral (25 kg),61.08,5,6108.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10135,2024-07-02,Harina integral (25 kg),61.08,9,10994.4,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10147,2024-09-05,Harina integral (25 kg),61.08,8,9772.8,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10160,2024-10-11,Harina integral (25 kg),61.08,12,14659.2,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10170,2024-11-04,Harina integral (25 kg),61.08,12,14659.2,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Marítimo
10181,2024-11-12,Harina integral (25 kg),61.08,11,13437.6,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Marítimo
10191,2024-11-20,Harina integral (25 kg),61.08,7,8551.2,EEUU,Latin Market Miami,Exportación,USD,DAP,Marítimo
10203,2024-12-02,Harina integral (25 kg),61.08,5,6108.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10212,2024-01-16,Harina integral (25 kg),61.08,5,6108.0,Chile,Pastelería Don Pedro,Exportación,USD,CIF,Aéreo
10225,2024-02-22,Harina integral (25 kg),61.08,15,18324.0,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Aéreo
10238,2024-04-09,Harina integral (25 kg),61.08,7,8551.2,Chile,Supermercado Mapocho,Exportación,USD,DAP,Marítimo
10253,2024-06-01,Harina integral (25 kg),61.08,10,12216.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10266,2024-07-06,Harina integral (25 kg),61.08,11,13437.6,Panamá,Canal Market,Exportación,USD,DAP,Aéreo
10276,2024-08-02,Harina integral (25 kg),61.08,10,12216.0,Cuba,Bodega Habana Centro,Exportación,USD,DAP,Aéreo
10287,2024-08-30,Harina integral (25 kg),61.08,10,12216.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10300,2024-10-04,Harina integral (25 kg),61.08,10,12216.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10310,2024-10-16,Harina integral (25 kg),61.08,7,8551.2,Panamá,Canal Market,Exportación,USD,FOB,Aéreo
10320,2024-11-03,Harina integral (25 kg),61.08,10,12216.0,EEUU,Pantry Houston LLC,Exportación,USD,FOB,Marítimo
10329,2024-11-15,Harina integral (25 kg),61.08,12,14659.2,Perú,Panadería San José,Nacional,PEN,,Terrestre
10341,2024-11-24,Harina integral (25 kg),61.08,15,18324.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10363,2024-01-06,Harina integral (25 kg),61.08,15,18324.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10376,2024-02-08,Harina integral (25 kg),61.08,6,7329.6,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10389,2024-03-03,Harina integral (25 kg),61.08,9,10994.4,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10419,2024-05-17,Harina integral (25 kg),61.08,5,6108.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10105,2024-02-11,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10117,2024-04-16,Harina panadera especial Don Angelo (50 kg),64.41,9,11593.8,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10127,2024-06-03,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Colombia,Panadería La Candelaria,Exportación,USD,CIF,Marítimo
10142,2024-08-08,Harina panadera especial Don Angelo (50 kg),64.41,8,10305.6,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10153,2024-09-28,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10165,2024-10-22,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10176,2024-11-06,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,EEUU,Latin Market Miami,Exportación,USD,DAP,Aéreo
10185,2024-11-14,Harina panadera especial Don Angelo (50 kg),64.41,9,11593.8,EEUU,Latin Market Miami,Exportación,USD,DAP,Marítimo
10196,2024-11-26,Harina panadera especial Don Angelo (50 kg),64.41,10,12882.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10208,2024-01-02,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10220,2024-02-12,Harina panadera especial Don Angelo (50 kg),64.41,13,16746.6,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10231,2024-03-19,Harina panadera especial Don Angelo (50 kg),64.41,9,11593.8,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10247,2024-05-05,Harina panadera especial Don Angelo (50 kg),64.41,12,15458.4,Perú,Panadería San José,Nacional,PEN,,Terrestre
10272,2024-07-20,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10282,2024-08-20,Harina panadera especial Don Angelo (50 kg),64.41,9,11593.8,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10293,2024-09-09,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10306,2024-10-14,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10314,2024-10-22,Harina panadera especial Don Angelo (50 kg),64.41,8,10305.6,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10325,2024-11-05,Harina panadera especial Don Angelo (50 kg),64.41,9,11593.8,Panamá,Panadería Panamá Viejo,Exportación,USD,FOB,Aéreo
10336,2024-11-20,Harina panadera especial Don Angelo (50 kg),64.41,11,14170.2,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10349,2024-12-01,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Colombia,Panadería La Candelaria,Exportación,USD,FOB,Aéreo
10359,2024-12-15,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10372,2024-01-26,Harina panadera especial Don Angelo (50 kg),64.41,6,7729.2,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10382,2024-02-17,Harina panadera especial Don Angelo (50 kg),64.41,13,16746.6,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10396,2024-03-23,Harina panadera especial Don Angelo (50 kg),64.41,14,18034.8,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10413,2024-05-05,Harina panadera especial Don Angelo (50 kg),64.41,10,12882.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10108,2024-03-03,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10122,2024-05-08,Harina panadera especial Doña Angélica (50 kg),63.69,7,8916.6,Panamá,Canal Market,Exportación,USD,FOB,Marítimo
10135,2024-07-02,Harina panadera especial Doña Angélica (50 kg),63.69,12,15285.6,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10147,2024-09-05,Harina panadera especial Doña Angélica (50 kg),63.69,12,15285.6,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10159,2024-10-10,Harina panadera especial Doña Angélica (50 kg),63.69,6,7642.8,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10169,2024-11-04,Harina panadera especial Doña Angélica (50 kg),63.69,10,12738.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10181,2024-11-12,Harina panadera especial Doña Angélica (50 kg),63.69,11,14011.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10191,2024-11-20,Harina panadera especial Doña Angélica (50 kg),63.69,6,7642.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10203,2024-12-02,Harina panadera especial Doña Angélica (50 kg),63.69,15,19107.0,Chile,Supermercado Mapocho,Exportación,USD,DAP,Aéreo
10211,2024-01-15,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10225,2024-02-22,Harina panadera especial Doña Angélica (50 kg),63.69,6,7642.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10238,2024-04-09,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,Perú,Panadería San José,Nacional,PEN,,Terrestre
10253,2024-06-01,Harina panadera especial Doña Angélica (50 kg),63.69,5,6369.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10266,2024-07-06,Harina panadera especial Doña Angélica (50 kg),63.69,12,15285.6,El Salvador,Panadería Cuscatlán,Exportación,USD,CIF,Aéreo
10276,2024-08-02,Harina panadera especial Doña Angélica (50 kg),63.69,5,6369.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10287,2024-08-30,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Panamá,Canal Market,Exportación,USD,DAP,Marítimo
10300,2024-10-04,Harina panadera especial Doña Angélica (50 kg),63.69,15,19107.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10310,2024-10-16,Harina panadera especial Doña Angélica (50 kg),63.69,10,12738.0,Chile,Panadería La Vega,Exportación,USD,FOB,Marítimo
10320,2024-11-03,Harina panadera especial Doña Angélica (50 kg),63.69,11,14011.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
